date,cases,deaths,deaths_normalized,cases_normalized,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_driving,apple_transit,apple_walking,maskScore,mask_never,mask_rarely,mask_sometimes,mask_frequently,mask_always,PSScore
2020-02-15,1,0,0.0,9.961045339988904e-06,1.0,0.0,13.0,-1.0,-1.0,0.0,127.17,97.16,163.51,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-02-16,1,0,0.0,9.961045339988904e-06,4.0,-1.0,27.0,-1.0,0.0,-1.0,102.67,84.29,131.93,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-02-17,1,0,0.0,9.961045339988904e-06,7.0,0.0,30.0,-11.0,-32.0,7.0,106.12,100.06,115.72,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-02-18,1,0,0.0,9.961045339988904e-06,-1.0,0.0,11.0,2.0,2.0,0.0,116.7,124.04,113.1,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-02-19,1,0,0.0,9.961045339988904e-06,-1.0,-1.0,13.0,1.0,2.0,0.0,117.43,120.52,114.55,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-02-20,1,0,0.0,9.961045339988904e-06,1.0,0.0,11.0,2.0,2.0,-1.0,123.52,123.55,121.73,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-02-21,1,0,0.0,9.961045339988904e-06,1.0,0.0,7.0,0.0,2.0,0.0,137.35,123.96,143.48,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-02-22,1,0,0.0,9.961045339988904e-06,-1.0,-1.0,-13.0,-5.0,1.0,1.0,127.85,98.14,156.53,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-02-23,1,0,0.0,9.961045339988904e-06,4.0,1.0,13.0,0.0,2.0,0.0,102.06,85.71,124.05,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-02-24,1,0,0.0,9.961045339988904e-06,1.0,-1.0,8.0,2.0,4.0,-1.0,113.03,122.48,113.91,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-02-25,1,0,0.0,9.961045339988904e-06,2.0,1.0,13.0,3.0,3.0,-1.0,116.54,121.09,112.03,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-02-26,1,0,0.0,9.961045339988904e-06,3.0,2.0,11.0,2.0,3.0,-1.0,115.97,116.66,111.59,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-02-27,1,0,0.0,9.961045339988904e-06,3.0,2.0,14.0,3.0,2.0,-1.0,120.33,116.52,115.84,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-02-28,1,0,0.0,9.961045339988904e-06,4.0,4.0,10.0,2.0,3.0,-1.0,134.74,121.71,140.82,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-02-29,1,0,0.0,9.961045339988904e-06,3.0,4.0,11.0,0.0,2.0,-1.0,132.4,102.04,162.74,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-01,1,0,0.0,9.961045339988904e-06,4.0,3.0,-5.0,-3.0,1.0,0.0,95.64,79.08,110.79,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-02,1,0,0.0,9.961045339988904e-06,5.0,5.0,8.0,1.0,4.0,-1.0,107.51,112.19,109.51,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-03,1,0,0.0,9.961045339988904e-06,8.0,7.0,32.0,2.0,3.0,-1.0,117.24,119.9,125.08,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-04,7,0,0.0,6.972731737992234e-05,4.0,6.0,9.0,-1.0,2.0,0.0,113.82,114.28,111.1,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-05,11,0,0.0,0.00010957149873987795,4.0,7.0,9.0,0.0,2.0,0.0,122.17,115.14,118.13,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-06,13,0,0.0,0.00012949358941985578,3.0,6.0,7.0,-2.0,2.0,0.0,135.24,119.09,139.86,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-07,14,0,0.0,0.00013945463475984469,1.0,6.0,3.0,-4.0,2.0,0.0,126.34,97.48,157.94,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-08,14,0,0.0,0.00013945463475984469,3.0,4.0,16.0,-4.0,1.0,0.0,100.08,80.86,130.57,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-09,19,0,0.0,0.00018925986145978922,3.0,7.0,6.0,-4.0,3.0,0.0,103.92,106.29,103.84,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-10,20,0,0.0,0.00019922090679977812,-3.0,3.0,-29.0,-13.0,-2.0,3.0,104.27,94.95,97.11,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-11,28,1,9.961045339988904e-06,0.00027890926951968937,2.0,11.0,5.0,-6.0,0.0,1.0,105.27,101.93,105.39,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-12,32,1,9.961045339988904e-06,0.00031875345087964494,-8.0,12.0,-35.0,-19.0,-3.0,4.0,101.57,75.48,79.62,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-13,40,1,9.961045339988904e-06,0.00039844181359955625,-5.0,37.0,-37.0,-21.0,-7.0,6.0,101.38,69.44,89.53,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-14,53,1,9.961045339988904e-06,0.000527935403019412,-14.0,27.0,-47.0,-23.0,-7.0,7.0,81.2,54.28,87.79,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-15,69,1,9.961045339988904e-06,0.0006873121284592345,-16.0,12.0,-22.0,-21.0,-9.0,6.0,62.08,47.39,68.03,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-16,94,1,9.961045339988904e-06,0.0009363382619589571,-19.0,12.0,-40.0,-29.0,-22.0,11.0,71.84,48.63,58.0,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-17,144,1,9.961045339988904e-06,0.0014343905289584025,-24.0,8.0,-21.0,-30.0,-29.0,14.0,65.99,44.65,58.56,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-18,190,1,9.961045339988904e-06,0.0018925986145978922,-28.0,3.0,-12.0,-33.0,-33.0,16.0,62.42,41.4,56.23,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-19,231,2,1.992209067997781e-05,0.002301001473537437,-32.0,3.0,-30.0,-39.0,-35.0,18.0,58.58,36.38,50.6,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-20,292,2,1.992209067997781e-05,0.0029086252392767605,-40.0,-5.0,-29.0,-44.0,-41.0,22.0,55.49,32.16,48.77,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-21,351,4,3.984418135995562e-05,0.0034963269143361056,-48.0,-13.0,-28.0,-46.0,-34.0,18.0,46.86,26.44,48.33,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-22,421,5,4.980522669994453e-05,0.004193600088135329,-52.0,-26.0,-36.0,-54.0,-38.0,16.0,35.69,22.58,36.39,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-23,536,7,6.972731737992234e-05,0.005339120302234053,-42.0,-19.0,-32.0,-49.0,-47.0,22.0,44.94,29.22,42.79,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-24,662,11,0.00010957149873987795,0.006594212015072655,-43.0,-20.0,-34.0,-50.0,-49.0,23.0,44.77,27.87,42.51,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-25,799,13,0.00012949358941985578,0.007958875226651136,-43.0,-20.0,-34.0,-50.0,-49.0,23.0,44.69,27.09,43.09,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-26,1216,21,0.000209181952139767,0.01211263113342651,-43.0,-20.0,-35.0,-51.0,-50.0,24.0,44.99,25.93,42.23,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-27,1465,27,0.00026894822417970044,0.014592931423083747,-45.0,-19.0,-34.0,-51.0,-49.0,25.0,49.22,26.76,45.67,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-28,1804,33,0.0003287144962196339,0.017969725793339986,-50.0,-21.0,-52.0,-52.0,-39.0,20.0,41.82,22.29,42.72,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-29,2136,37,0.0003685586775795895,0.0212767928462163,-51.0,-27.0,-48.0,-54.0,-41.0,17.0,34.2,20.99,36.6,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-30,2474,44,0.0004382859949595118,0.02464362617113255,-42.0,-23.0,-34.0,-52.0,-51.0,22.0,43.19,26.62,43.13,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-03-31,3011,54,0.0005378964483594009,0.029992707518706595,-42.0,-22.0,-38.0,-50.0,-51.0,23.0,44.0,25.58,42.6,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-01,3518,65,0.0006474679470992788,0.03504295750608097,-41.0,-18.0,-34.0,-49.0,-52.0,23.0,45.34,25.17,44.69,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-02,4045,78,0.0007769615365191345,0.04029242840025512,-43.0,-19.0,-39.0,-52.0,-52.0,25.0,44.44,24.62,43.48,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-03,4566,89,0.0008865330352590126,0.04548213302238934,-43.0,-15.0,-38.0,-51.0,-51.0,25.0,50.13,24.98,48.02,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-04,5277,117,0.0011654423047787019,0.05256443625912146,-50.0,-20.0,-54.0,-51.0,-41.0,20.0,43.44,21.03,43.82,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-05,5940,132,0.0013148579848785355,0.0591686093195341,-53.0,-27.0,-59.0,-57.0,-43.0,17.0,33.35,18.43,33.26,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-06,6360,147,0.0014642736649783691,0.06335224836232944,-49.0,-27.0,-58.0,-59.0,-54.0,25.0,39.83,21.12,34.98,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-07,6910,169,0.0016834166624581251,0.06883082329932333,-51.0,-30.0,-58.0,-58.0,-54.0,26.0,40.22,21.19,35.14,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-08,7530,198,0.0019722869773178033,0.07500667141011645,-49.0,-27.0,-51.0,-57.0,-55.0,26.0,40.93,20.82,37.98,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-09,7955,223,0.002221313110817526,0.07924011567961174,-55.0,-34.0,-69.0,-65.0,-57.0,29.0,39.26,18.05,31.87,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-10,8430,241,0.002400611926937326,0.08397161221610647,-49.0,-22.0,-55.0,-58.0,-57.0,29.0,46.45,20.54,41.43,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-11,8873,265,0.00263967701509706,0.08838435530172156,-51.0,-19.0,-54.0,-52.0,-43.0,20.0,44.87,20.63,46.35,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-12,9192,296,0.002948469420636716,0.09156192876517802,-64.0,-38.0,-69.0,-60.0,-46.0,18.0,30.72,17.03,29.5,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-13,9420,320,0.00318753450879645,0.0938330471026955,-47.0,-28.0,-47.0,-54.0,-51.0,23.0,43.21,22.3,40.22,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-14,10047,360,0.003585976322396006,0.10007862253086854,-45.0,-25.0,-38.0,-51.0,-51.0,24.0,45.62,22.64,44.21,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-15,10496,402,0.00400434022667554,0.10455113188852355,-47.0,-21.0,-36.0,-50.0,-51.0,24.0,48.68,22.79,46.54,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-16,10854,455,0.004532275629694951,0.10811718612023957,-55.0,-20.0,-38.0,-51.0,-51.0,24.0,49.02,22.3,45.86,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-17,11391,495,0.004930717443294508,0.11346626746781363,-56.0,-19.0,-42.0,-52.0,-50.0,25.0,53.88,22.63,49.02,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-18,12021,576,0.00573756211583361,0.11974172603200664,-59.0,-21.0,-56.0,-50.0,-38.0,19.0,49.27,19.96,47.52,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-19,12341,600,0.005976627203993343,0.12292926054080308,-60.0,-25.0,-50.0,-53.0,-39.0,16.0,41.16,19.26,40.51,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-20,13816,617,0.006145964974773155,0.13762180241728672,-54.0,-22.0,-38.0,-50.0,-49.0,22.0,49.65,24.6,47.51,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-21,15140,663,0.006604173060412645,0.15081022644743203,-54.0,-21.0,-35.0,-51.0,-50.0,23.0,49.83,23.84,47.0,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-22,16435,729,0.007261602052851912,0.16370978016271767,-54.0,-20.0,-33.0,-51.0,-50.0,23.0,51.74,23.68,48.8,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-23,17508,797,0.007938953135971157,0.17439798181252575,-54.0,-19.0,-35.0,-51.0,-51.0,24.0,53.13,23.76,49.41,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-24,18545,850,0.00846688853899057,0.18472758583009424,-54.0,-16.0,-37.0,-51.0,-49.0,24.0,60.06,24.25,54.01,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-25,19107,895,0.00891513557929007,0.19032569331116803,-57.0,-16.0,-48.0,-48.0,-37.0,17.0,56.16,22.21,52.74,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-26,19528,913,0.009094434395409872,0.19451929339930335,-57.0,-21.0,-45.0,-52.0,-39.0,15.0,46.16,20.08,43.24,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-27,20417,942,0.009383304710269548,0.2033746627065535,-52.0,-19.0,-32.0,-49.0,-48.0,21.0,52.58,24.53,48.83,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-28,20976,1000,0.009961045339988905,0.20894288705160727,-52.0,-18.0,-32.0,-48.0,-49.0,14.0,54.56,25.73,50.82,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-29,22485,1056,0.010518863879028284,0.22397410446965055,-50.0,-19.0,-34.0,-49.0,-49.0,22.0,55.22,24.98,50.2,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-04-30,23182,1111,0.011066721372727673,0.23091695307162283,-48.0,-16.0,-33.0,-48.0,-50.0,22.0,57.73,25.1,53.04,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-05-01,24215,1172,0.011674345138466997,0.24120671290783136,-48.0,-12.0,-30.0,-46.0,-48.0,23.0,65.97,26.77,60.45,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-05-02,24894,1209,0.012042903816046587,0.24797026269368383,-51.0,-11.0,-41.0,-43.0,-35.0,16.0,61.84,23.93,59.89,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-05-03,25662,1229,0.012242124722846364,0.2556203455147953,-51.0,-17.0,-35.0,-47.0,-34.0,13.0,51.33,22.2,49.25,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-05-04,26217,1256,0.012511072947026065,0.2611487256784892,-46.0,-15.0,-26.0,-46.0,-46.0,19.0,58.94,26.68,55.87,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-05-05,27815,1313,0.013078852531405434,0.2770664761317914,-46.0,-11.0,-25.0,-45.0,-47.0,20.0,62.05,26.42,57.63,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-05-06,28644,1367,0.013616748979764835,0.2853241827186422,-47.0,-14.0,-26.0,-47.0,-48.0,21.0,61.85,26.95,57.07,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-05-07,29427,1418,0.014124762292104269,0.29312368121985355,-46.0,-12.0,-26.0,-47.0,-48.0,21.0,63.85,26.99,58.58,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-05-08,30296,1468,0.014622814559103713,0.30177982962030386,-46.0,-8.0,-23.0,-45.0,-46.0,21.0,75.64,28.76,68.18,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-05-09,31197,1512,0.015061100554063225,0.3107547314716339,-47.0,1.0,-32.0,-39.0,-32.0,14.0,73.88,25.68,71.5,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-05-10,31677,1530,0.015240399370183025,0.31553603323482854,-48.0,-4.0,-30.0,-40.0,-31.0,10.0,59.26,21.88,55.5,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-05-11,32258,1569,0.015628880138442592,0.32132340057736214,-46.0,-18.0,-20.0,-46.0,-45.0,19.0,105.97,24.08,50.93,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-05-12,33180,1613,0.016067166133402106,0.3305074843808319,-46.0,-14.0,-21.0,-45.0,-46.0,20.0,111.77,21.18,47.15,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-05-13,34428,1659,0.016525374219041596,0.34293886896513803,-45.0,-14.0,-16.0,-44.0,-46.0,20.0,67.33,28.39,64.82,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
2020-05-14,35329,1659,0.016525374219041596,0.351913770816468,-45.0,-14.0,-17.0,-45.0,-46.0,21.0,70.02,27.78,66.59,8.93,0.021,0.013,0.049,0.131,0.786,0.3563669779129557
